id,household,age,gender
43291792,16916882,65,0
43291838,16916891,65,0
43291872,16916884,66,0
43291998,16917023,67,1
43292046,16916961,62,0
43292082,16917023,64,0
43291821,16916818,63,0
43291855,16916838,64,0
43291889,16917048,67,1
43291935,16917000,67,1
43291941,16916961,69,1
43292039,16917000,66,0
43292157,16917048,65,0
43292200,16917183,75,1
43292203,16917075,79,1
43292237,16917157,78,1
43292239,16917085,75,1
43292244,16917128,77,1
43292272,16917143,76,1
43292349,16917128,69,0
43292376,16917183,65,0
43292410,16917075,68,0
43292416,16917157,66,0
43292425,16917143,66,0
43292433,16917085,66,0
43292493,16917183,94,0
43292573,16917085,93,0
43292867,16917490,79,1
43292482,16917143,91,0
43292564,16917157,94,0
43292582,16917128,91,0
43292592,16917075,93,0
43292726,16917218,23,0
43292816,16917476,81,1
43292818,16917388,81,1
43292834,16917494,79,1
43292931,16917388,80,0
43292965,16917490,80,0
43292981,16917494,82,0
43293045,16917413,81,0
43292912,16917413,81,1
43292932,16917476,80,0
43293461,16917980,33,1
43293467,16918055,30,1
43293499,16918008,32,1
43293503,16917988,32,1
43293595,16918036,31,1
43293635,16917867,29,0
43293655,16918055,31,0
43293701,16917879,31,0
43293430,16917867,30,1
43293452,16917879,34,1
43293502,16918021,32,1
43293524,16917960,31,1
43293570,16918046,31,1
43293574,16917930,33,1
43293660,16917930,28,0
43293692,16918008,32,0
43293696,16918046,32,0
43293698,16918021,29,0
43293716,16917980,28,0
43293735,16917988,30,0
43293780,16918036,28,0
43293793,16917960,30,0
43293807,16918211,33,0
43293856,16918077,33,0
43293862,16918109,37,0
43293868,16918209,35,0
43293885,16918092,34,0
43293970,16918177,35,0
43293975,16918124,35,0
43293977,16918231,34,0
43293998,16918209,33,1
43294005,16918077,34,1
43294063,16918211,33,1
43294074,16918092,35,1
43294088,16918231,37,1
43294127,16918109,35,1
43294136,16918177,36,1
43294148,16918124,35,1
43294199,16918250,83,1
43294200,16918310,83,1
43294431,16918511,79,0
43294521,16918580,76,0
43294557,16918749,64,1
43294583,16918770,62,1
43294595,16918614,63,1
43294422,16918487,75,0
43294678,16918737,62,1
43294722,16918732,60,0
43294795,16918737,57,0
43294640,16918732,62,1
43294648,16918618,62,1
43294816,16918749,59,0
43295016,16918946,22,0
43295248,16919178,39,0
43294721,16918770,59,0
43294781,16918614,57,0
43294797,16918618,58,0
43295281,16919233,38,0
43295289,16919229,40,0
43295315,16919153,36,0
43295319,16919164,39,0
43295335,16919155,36,0
43295399,16919240,48,1
43295405,16919178,46,1
43295493,16919153,45,1
43295511,16919164,47,1
43295541,16919265,7,0
43295256,16919186,36,0
43295284,16919240,37,0
43295322,16919265,36,0
43295406,16919233,45,1
43295416,16919155,46,1
43295418,16919229,44,1
43295442,16919265,46,1
43295446,16919186,48,1
43295563,16919164,6,0
43295581,16919229,5,0
43295651,16919240,5,0
43295661,16919265,3,0
43295677,16919229,5,0
43295689,16919155,4,0
43295785,16919240,2,0
43295554,16919178,5,0
43295558,16919155,7,0
43295564,16919186,9,0
43295582,16919233,5,0
43295594,16919153,7,0
43295678,16919164,6,0
43295764,16919178,3,0
43295780,16919233,3,0
43295784,16919186,6,0
43295786,16919153,6,0
43295840,16919374,81,1
43296157,16919557,37,0
43296165,16919601,38,0
43296285,16919532,43,1
43296513,16919532,15,0
43296549,16919557,15,0
43296104,16919641,40,0
43296112,16919656,39,0
43296128,16919526,37,0
43296256,16919526,44,1
43296468,16919562,13,0
43296488,16919628,17,0
43296568,16919707,68,1
43296572,16919670,67,1
43296584,16919733,69,1
43296098,16919562,39,0
43296186,16919641,45,1
43296210,16919656,41,1
43296330,16919628,44,1
43296354,16919562,43,1
43296382,16919601,13,0
43296454,16919641,15,0
43296051,16919532,41,0
43296067,16919628,38,0
43296279,16919601,44,1
43296319,16919557,42,1
43296411,16919656,15,0
43296543,16919526,17,0
43296924,16920099,82,1
43296948,16920114,85,1
43296990,16920117,82,1
43297164,16920099,68,0
43297236,16920246,28,0
43297314,16920232,27,0
43297518,16920204,35,0
43297614,16920506,59,1
43297674,16920479,59,1
43297746,16920472,60,1
43297776,16920453,59,1
43297782,16920395,60,1
43297944,16920373,56,0
43297956,16920395,57,0
43297986,16920492,56,0
43297998,16920538,54,0
43298040,16920477,57,0
43298070,16920453,34,1
43297034,16920067,86,1
43297112,16920074,65,0
43297184,16920067,66,0
43297388,16920186,29,0
43297568,16920224,34,0
43297670,16920397,61,1
43297790,16920371,60,1
43297796,16920373,62,1
43297838,16920397,55,0
43298066,16920506,34,1
43296767,16919707,65,0
43297091,16920117,66,0
43297163,16920114,68,0
43297199,16920040,64,0
43297307,16920204,25,0
43297379,16920224,26,0
43297511,16920186,32,0
43296699,16919799,68,1
43296717,16919733,64,0
43296825,16919670,67,0
43296909,16920040,85,1
43297485,16920246,35,0
43297653,16920477,59,1
43297713,16920492,59,1
43297743,16920428,59,1
43297779,16920537,59,1
43297869,16920428,56,0
43297965,16920479,53,0
43297983,16920472,57,0
43298049,16920397,37,1
43297012,16920074,82,1
43297624,16920396,63,1
43297852,16920506,53,0
43297906,16920576,53,0
43297966,16920396,57,0
43298122,16920428,36,1
43298181,16920396,37,1
43298191,16920479,36,1
43298209,16920395,35,1
43298213,16920576,33,1
43298263,16920538,34,1
43298289,16920396,30,0
43298311,16920397,32,0
43298313,16920428,31,0
43298333,16920506,29,0
43298361,16920453,28,0
43298421,16920395,31,0
43298423,16920477,32,0
43298425,16920373,29,0
43298485,16920538,31,0
43298549,16920727,75,0
43298146,16920537,34,1
43298158,16920477,36,1
43298168,16920492,37,1
43298176,16920472,34,1
43298180,16920373,35,1
43298220,16920371,33,1
43298304,16920576,31,0
43298324,16920492,31,0
43298326,16920371,32,0
43298368,16920479,30,0
43298440,16920537,29,0
43298454,16920472,28,0
43298516,16920683,72,0
43298532,16920632,74,0
43298809,16920891,31,0
43298834,16920956,29,0
43298917,16921031,29,0
43298976,16921031,9,0
43298978,16920956,6,0
43299066,16920891,8,0
43299144,16921135,25,0
43299402,16921233,18,0
43299608,16921606,82,1
43299623,16921603,83,1
43299638,16921510,84,1
43299668,16921626,81,1
43299770,16921626,81,0
43299851,16921603,81,0
43299854,16921522,80,0
43299444,16921367,80,0
43299624,16921570,84,1
43299681,16921598,82,1
43299747,16921606,84,0
43299843,16921510,84,0
43299954,16921788,23,0
43300089,16922118,58,1
43299616,16921522,81,1
43299694,16921599,83,1
43299742,16921598,81,0
43299751,16921570,82,0
43299856,16921599,80,0
43299949,16921731,19,0
43300220,16922114,56,1
43300229,16922103,58,1
43300283,16922079,52,0
43300325,16922103,52,0
43300457,16922079,15,1
43300475,16922114,16,1
43300562,16922178,15,1
43300625,16922178,15,1
43300724,16922103,16,1
43300398,16922123,51,0
43300431,16922024,16,1
43300446,16922118,17,1
43300524,16922123,15,1
43300623,16922024,15,1
43300683,16922114,13,1
43300692,16922118,16,1
43300779,16922295,74,1
43300168,16922123,56,1
43300192,16922178,54,1
43300195,16922082,54,1
43300204,16922079,58,1
43300216,16922024,54,1
43300258,16922114,54,0
43300312,16922118,55,0
43300366,16922082,53,0
43300420,16922024,51,0
43300423,16922178,55,0
43300522,16922103,15,1
43300600,16922082,17,1
43300702,16922082,17,1
43300738,16922123,14,1
43300741,16922079,13,1
43300777,16922271,75,1
43300855,16922234,73,1
43301007,16922203,62,0
43301019,16922290,63,0
43301021,16922234,63,0
43301029,16922268,62,0
43301099,16922353,60,0
43301115,16922321,35,1
43301125,16922271,37,1
43301201,16922353,36,1
43301235,16922203,35,1
43301259,16922290,36,1
43300834,16922290,77,1
43300836,16922321,77,1
43300854,16922203,74,1
43300908,16922268,75,1
43300932,16922353,77,1
43300958,16922271,63,0
43300982,16922321,64,0
43300998,16922295,64,0
43301126,16922268,38,1
43301166,16922295,38,1
43301208,16922234,38,1
43301393,16922453,52,1
43301444,16922486,46,0
43301480,16922460,44,0
43301561,16922496,44,0
43301582,16922471,48,0
43301642,16922460,8,0
43301714,16922471,10,0
43301756,16922581,57,1
43301933,16922632,51,0
43301975,16922539,52,0
43301344,16922379,55,1
43301356,16922486,53,1
43301431,16922496,52,1
43301500,16922453,46,0
43301530,16922379,48,0
43301668,16922474,8,0
43301671,16922496,9,0
43301680,16922454,11,0
43301692,16922453,9,0
43301752,16922514,54,1
43301812,16922656,54,1
43301863,16922632,56,1
43301905,16922539,58,1
43301929,16922581,51,0
43301932,16922582,52,0
43301337,16922474,56,1
43301397,16922471,53,1
43301409,16922460,53,1
43301424,16922454,56,1
43301484,16922454,47,0
43301553,16922474,44,0
43301625,16922379,8,0
43301697,16922486,11,0
43301739,16922644,56,1
43301754,16922535,55,1
43301907,16922582,57,1
43301952,16922514,49,0
43301973,16922644,48,0
43302061,16922656,50,0
43302071,16922535,51,0
43302105,16922632,21,1
43302123,16922582,21,1
43302146,16922644,22,1
43302181,16922539,22,1
43302251,16922514,23,1
43302253,16922581,22,1
43302277,16922632,24,1
43302297,16922535,24,1
43302325,16922582,22,1
43302339,16922539,23,1
43302491,16922775,29,0
43302577,16922694,30,0
43302184,16922656,25,1
43302214,16922535,21,1
43302362,16922644,20,1
43302398,16922656,23,1
43302408,16922514,24,1
43302424,16922581,23,1
43302526,16922833,31,0
43302646,16922694,33,1
43302682,16922775,35,1
43302735,16922833,32,1
43302884,16922887,85,0
43302942,16922977,86,0
43303018,16922936,48,1
43302879,16922932,82,0
43302889,16922906,82,0
43302913,16922867,82,0
43302921,16922936,85,0
43302943,16922989,84,0
43302993,16922989,48,1
43302997,16922867,47,1
43303009,16922977,47,1
43303039,16922932,46,1
43303082,16922906,48,1
43303186,16923046,75,1
43303222,16923128,74,1
43303276,16923046,66,0
43303306,16923128,69,0
43303308,16923070,68,0
43303093,16922887,48,1
43303133,16923070,72,1
43303251,16923126,73,1
43303423,16923126,67,0
43303502,16923046,39,1
43303532,16923126,40,1
43303684,16923329,20,1
43303698,16923230,21,1
43303579,16923070,40,1
43303603,16923128,38,1
43303621,16923328,23,1
43303629,16923261,19,1
43303707,16923309,22,1
43303727,16923287,21,1
43303830,16923261,20,0
43303872,16923328,20,0
43303895,16923287,21,0
43303914,16923230,22,0
43303933,16923309,19,0
43303940,16923329,20,0
43303987,16923507,54,1
43303993,16923447,56,1
43304209,16923507,53,0
43304227,16923409,53,0
43304287,16923551,78,1
43304329,16923631,74,1
43304434,16923682,77,1
43304458,16923609,74,0
43304464,16923560,76,0
43304506,16923661,76,0
43303982,16923492,57,1
43304060,16923495,53,1
43304159,16923447,51,0
43304243,16923376,51,0
43304330,16923661,74,1
43304444,16923631,75,0
43304477,16923682,75,0
43304558,16923686,73,0
43304615,16923753,59,1
43304082,16923491,53,1
43304085,16923409,57,1
43304088,16923395,57,1
43304103,16923376,53,1
43304157,16923495,49,0
43304181,16923491,52,0
43304205,16923492,50,0
43304241,16923395,52,0
43304340,16923560,78,1
43304343,16923686,75,1
43304415,16923609,77,1
43304475,16923551,76,0
43304658,16923738,58,1
43304664,16923799,60,1
43304783,16923799,50,0
43304807,16923738,48,0
43304829,16923753,47,0
43304938,16924110,88,0
43304965,16924121,89,0
43304966,16924069,89,0
43305036,16924040,86,0
43305078,16924069,77,0
43305105,16924040,75,0
43305106,16924121,73,0
43305120,16924110,75,0
43305453,16924491,42,1
43305589,16924491,41,0
43305601,16924387,44,0
43305641,16924410,45,0
43305657,16924396,43,0
43305677,16924433,44,0
43305705,16924431,44,0
43305769,16924431,9,0
43305793,16924404,8,0
43305813,16924491,6,0
43305869,16924410,9,0
43305893,16924441,5,0
43305311,16924222,27,1
43305423,16924484,44,1
43305431,16924437,45,1
43305483,16924397,46,1
43305507,16924396,45,1
43305519,16924431,46,1
43305547,16924387,43,1
43305551,16924421,45,1
43305663,16924378,43,0
43305699,16924484,45,0
43305791,16924387,5,0
43305875,16924421,7,0
43305943,16924410,4,0
43305951,16924383,4,0
43305320,16924260,24,1
43305412,16924383,45,1
43305512,16924404,45,1
43305524,16924441,44,1
43305532,16924410,42,1
43305556,16924433,44,1
43305644,16924437,44,0
43305700,16924404,45,0
43305708,16924455,42,0
43305728,16924455,5,0
43305744,16924441,5,0
43305760,16924437,8,0
43305788,16924396,7,0
43305808,16924433,9,0
43305816,16924378,5,0
43305828,16924397,9,0
43305924,16924387,6,0
43305474,16924378,43,1
43305518,16924455,45,1
43305598,16924397,45,0
43305638,16924441,43,0
43305706,16924421,44,0
43305710,16924383,42,0
43305834,16924383,8,0
43305854,16924484,5,0
43305882,16924484,6,0
43305894,16924455,4,0
43305898,16924491,4,0
43305910,16924397,3,0
43305918,16924437,6,0
43305938,16924396,6,0
43306014,16924421,6,0
43306048,16924631,60,1
43306052,16924511,60,1
43305975,16924404,7,0
43305977,16924433,5,0
43306013,16924378,6,0
43306025,16924431,4,0
43306061,16924547,60,1
43306095,16924617,59,1
43306125,16924600,58,1
43306187,16924646,60,1
43306215,16924600,56,0
43306266,16924631,55,0
43306309,16924547,55,0
43306310,16924511,53,0
43306348,16924646,56,0
43306372,16924511,26,0
43306396,16924600,26,0
43306446,16924646,28,0
43306502,16924617,28,0
43306566,16924511,25,0
43306676,16924646,24,0
43306347,16924617,56,0
43306423,16924631,30,0
43306475,16924547,27,0
43306527,16924600,22,0
43306601,16924547,26,0
43306611,16924631,26,0
43306665,16924617,23,0
43306696,16924547,19,0
43306709,16924617,22,0
43306715,16924511,21,0
43306731,16924600,21,0
43306764,16924631,18,0
43306789,16924646,21,0
43306851,16924676,55,1
43306914,16924773,52,1
43306922,16924663,54,1
43306950,16924760,53,1
43306988,16924752,56,1
43306998,16924658,55,1
43307008,16924760,51,0
43307086,16924664,53,0
43307114,16924676,53,0
43307116,16924721,51,0
43306905,16924723,54,1
43306971,16924721,53,1
43307003,16924664,56,1
43307033,16924723,55,0
43307051,16924663,52,0
43307057,16924658,51,0
43307103,16924752,51,0
43307151,16924773,53,0
43307217,16924773,21,1
43307232,16924658,18,1
43307238,16924752,18,1
43307322,16924663,21,1
43307382,16924834,61,1
43307430,16924862,60,1
43307565,16924958,57,0
43307518,16924864,54,0
43307557,16924862,54,0
43307587,16924834,57,0
43307177,16924760,20,1
43307204,16924721,21,1
43307273,16924676,18,1
43307303,16924723,20,1
43307306,16924664,20,1
43307456,16924958,59,1
43307492,16924864,58,1
43307706,16925010,57,0
43307784,16925071,56,0
43307858,16925197,89,1
43308076,16925197,85,0
43308153,16925380,52,0
43308209,16925345,54,0
43308301,16925451,55,0
43308319,16925345,24,1
43308381,16925451,23,1
43308316,16925380,26,1
43308499,16925526,58,1
43308607,16925531,56,1
43308651,16925517,59,0
43308679,16925513,58,0
43308963,16925634,37,1
43308489,16925475,59,1
43308569,16925517,58,1
43308697,16925586,59,0
43308745,16925554,62,0
43308985,16925896,65,1
43308562,16925565,58,1
43308570,16925513,59,1
43308586,16925497,57,1
43308650,16925526,58,0
43308654,16925531,61,0
43308730,16925497,60,0
43308834,16925722,34,1
43308998,16925902,66,1
43309010,16925916,66,1
43308568,16925586,59,1
43308604,16925554,57,1
43308696,16925565,62,0
43308732,16925475,60,0
43308948,16925655,35,1
43309032,16925850,65,1
43309268,16925902,64,0
43309272,16925896,62,0
43309280,16925850,64,0
43309288,16925916,65,0
43309347,16926092,59,1
43309477,16926092,58,0
43309493,16926036,58,0
43309364,16926011,59,1
43309366,16926025,59,1
43309406,16926036,62,1
43309432,16926027,59,1
43309434,16926021,61,1
43309494,16926021,60,0
43309558,16926027,59,0
43309831,16926153,82,0
43309879,16926182,82,0
43309963,16926506,39,1
43309551,16926025,60,0
43309695,16926182,84,1
43309956,16926510,42,1
43309962,16926522,39,1
43309559,16926011,59,0
43309715,16926153,82,1
43309961,16926575,40,1
43310059,16926459,41,1
43310060,16926464,40,1
43310119,16926510,38,0
43310138,16926522,41,0
43310170,16926459,42,0
43310187,16926464,40,0
43310214,16926575,39,0
43310218,16926506,41,0
43310270,16926464,15,1
43310275,16926510,17,1
43310279,16926506,15,1
43310347,16926459,17,1
43310364,16926522,14,1
43310394,16926575,15,1
43310502,16926510,11,1
43310520,16926522,13,1
43310545,16926575,10,1
43310577,16926459,12,1
43310578,16926506,10,1
43310581,16926464,10,1
43310873,16926813,69,0
43310878,16926894,67,0
43310886,16926874,67,0
43310911,16926918,66,0
43310922,16926981,74,1
43310935,16926966,76,1
43310947,16926930,75,1
43310958,16927051,74,1
43310968,16926952,75,1
43310974,16927068,75,1
43310979,16927007,76,1
43311036,16927062,73,1
43311042,16927025,74,1
43311053,16926982,76,1
43311101,16927007,73,0
43311113,16926982,70,0
43311151,16926930,70,0
43311157,16926981,72,0
43311181,16927051,74,0
43311195,16926952,70,0
43311267,16927025,45,1
43311269,16926930,49,1
43311271,16927007,45,1
43311148,16927062,72,0
43311172,16927068,74,0
43311184,16927025,70,0
43311196,16926966,72,0
43311240,16926966,47,1
43311262,16926982,46,1
43311278,16927068,45,1
43311354,16927062,46,1
43311364,16926981,47,1
43311368,16926952,45,1
43311386,16927051,48,1
43311525,16927221,66,1
43311546,16927235,66,1
43311630,16927146,59,0
43311678,16927235,58,0
43311684,16927221,56,0
43311702,16927102,59,0
43311738,16927216,26,0
43311400,16927197,65,1
43311442,16927216,64,1
43311535,16927226,65,1
43311607,16927197,59,0
43311670,16927198,56,0
43311404,16927198,63,1
43311422,16927102,63,1
43311488,16927119,62,1
43311497,16927146,63,1
43311590,16927119,56,0
43311626,16927216,58,0
43311668,16927226,57,0
43311764,16927119,28,0
43311779,16927146,25,0
43312089,16927318,22,0
43312116,16927370,26,0
43311838,16927102,28,0
43311847,16927198,25,0
43311886,16927316,26,1
43311919,16927275,29,1
43311982,16927318,26,1
43312135,16927275,25,0
43311827,16927221,25,0
43311833,16927197,28,0
43311878,16927235,27,0
43311881,16927226,26,0
43311938,16927370,25,1
43311995,16927322,26,1
43312052,16927328,27,1
43312058,16927335,25,1
43312151,16927335,23,0
43312200,16927328,23,0
43312230,16927322,22,0
43312233,16927316,23,0
43312288,16927508,52,1
43312293,16927595,54,1
43312328,16927553,54,1
43312349,16927575,55,1
43312431,16927575,53,0
43312443,16927595,55,0
43312508,16927553,52,0
43312518,16927508,53,0
43312616,16927508,23,1
43312645,16927575,20,1
43312719,16927553,22,1
43312801,16927575,18,1
43312815,16927508,17,1
43312750,16927595,23,1
43312808,16927595,19,1
43312814,16927553,21,1
43312991,16927508,16,1
43312998,16927553,16,1
43313011,16927575,16,1
43313074,16927595,14,1
43313446,16927942,48,1
43313475,16928072,46,1
43313508,16927969,47,1
43313622,16927973,45,0
43313718,16927958,46,0
43313742,16927942,44,0
43313499,16927979,45,1
43313561,16927964,49,1
43313567,16927947,46,1
43313595,16927958,49,1
43313601,16927973,49,1
43313641,16928072,47,0
43313653,16927979,46,0
43313691,16927964,44,0
43313717,16927969,44,0
43313781,16927947,45,0
43313783,16928072,17,1
43313912,16927969,19,1
43314056,16927958,16,0
43314104,16927969,19,0
43314132,16928178,48,0
43314136,16928252,47,0
43314220,16928223,49,0
43314272,16928207,47,0
43314308,16928155,22,0
43313805,16927942,18,1
43313945,16927958,19,1
43313949,16927973,18,1
43314053,16927979,16,0
43314113,16927947,15,0
43314245,16928155,47,0
43314249,16928124,49,0
43313926,16927964,18,1
43314022,16927942,17,0
43314162,16928182,48,0
43313855,16927979,20,1
43313895,16927947,21,1
43314023,16928072,19,0
43314051,16927964,19,0
43314119,16927973,18,0
43314135,16928203,47,0
43314187,16928115,49,0
43314243,16928140,49,0
43314263,16928256,49,0
43314311,16928178,22,0
43314354,16928207,19,0
43314410,16928182,21,0
43314414,16928124,21,0
43314480,16928203,19,1
43314373,16928223,20,0
43314387,16928203,23,0
43314407,16928252,22,0
43314417,16928140,21,0
43314433,16928115,23,0
43314435,16928256,23,0
43314489,16928182,20,1
43314545,16928252,22,1
43314610,16928256,21,1
43314667,16928426,38,1
43314587,16928140,22,1
43314590,16928223,18,1
43314617,16928207,18,1
43314620,16928155,20,1
43314893,16928426,30,0
43314567,16928178,22,1
43314573,16928115,20,1
43314642,16928124,21,1
43314684,16928294,38,1
43314828,16928314,36,1
43314831,16928352,35,1
43314834,16928294,32,0
43315012,16928314,30,0
43315017,16928352,32,0
43315042,16928426,4,1
43315186,16928352,3,1
43315332,16928426,4,0
43315099,16928294,6,1
43315153,16928314,3,1
43315229,16928294,4,0
43315367,16928352,2,0
43315487,16928516,29,1
43315587,16928559,28,0
43315627,16928561,26,0
43315651,16928516,27,0
43315707,16928456,28,0
43315803,16928559,13,1
43315823,16928602,11,1
43315915,16928565,4,0
43315939,16928561,3,0
43315449,16928561,30,1
43315493,16928456,33,1
43315733,16928516,10,1
43315769,16928565,12,1
43315777,16928561,9,1
43315901,16928516,4,0
43315905,16928456,3,0
43315929,16928602,4,0
43316077,16928721,66,1
43316081,16928759,67,1
43315392,16928314,3,0
43315436,16928559,30,1
43315448,16928565,32,1
43315596,16928602,27,0
43315868,16928456,13,1
43315924,16928559,5,0
43315474,16928602,30,1
43315570,16928565,30,0
43316114,16928708,63,1
43316202,16928721,63,0
43316206,16928759,60,0
43316239,16928708,60,0
43316430,16928930,62,1
43316450,16928832,58,1
43316520,16929023,34,0
43316521,16929045,32,0
43316535,16929058,35,0
43316568,16929032,34,0
43316709,16928931,31,0
43316757,16929045,7,0
43316913,16928933,6,0
43316557,16928933,33,0
43316581,16929001,34,0
43316614,16929075,34,0
43316788,16929032,5,0
43316794,16929001,5,0
43316809,16928931,5,0
43316902,16929075,4,0
43316908,16929023,4,0
43316953,16929013,32,0
43316573,16929072,32,0
43316591,16929013,34,0
43316609,16928985,32,0
43316711,16928939,31,0
43316804,16928939,6,0
43316816,16929013,5,0
43316855,16929058,5,0
43316897,16929072,4,0
43316918,16928985,7,0
43316936,16929058,33,0
43316978,16929032,31,0
43316985,16929001,32,0
43317055,16928933,33,0
43317062,16928985,32,0
43317072,16929072,32,0
43317081,16929045,33,0
43317179,16929058,6,0
43317643,16929321,33,0
43318147,16929530,65,0
43318243,16929578,65,0
43318379,16929723,34,1
43318755,16929851,74,1
43317228,16929075,2,0
43317412,16929170,53,0
43317508,16929295,33,0
43317652,16929376,8,1
43317676,16929357,7,1
43317716,16929341,9,1
43317740,16929295,9,1
43317748,16929321,10,1
43317868,16929376,9,1
43317884,16929341,6,1
43317892,16929321,9,1
43318028,16929473,67,1
43318092,16929578,66,1
43318308,16929716,34,1
43318620,16929781,72,1
43318740,16929814,73,1
43317094,16928931,32,0
43317262,16929032,2,0
43317294,16929072,5,0
43317526,16929376,29,0
43317566,16929402,30,0
43317606,16929344,32,0
43318046,16929530,66,1
43318454,16929723,33,0
43318902,16929821,74,0
43317127,16928939,31,0
43317143,16929013,5,0
43317199,16928939,5,0
43317335,16928985,3,0
43317575,16929300,33,0
43317607,16929403,33,0
43318247,16929462,66,0
43318463,16929761,30,0
43317106,16929023,32,0
43317618,16929408,29,0
43317706,16929344,11,1
43317866,16929344,8,1
43317994,16929555,63,1
43318306,16929761,30,1
43318738,16929821,74,1
43318794,16929814,72,0
43317109,16929075,30,0
43317173,16929001,4,0
43317229,16928931,5,0
43317525,16929341,32,0
43317757,16929402,7,1
43317853,16929402,5,1
43317901,16929300,8,1
43317933,16929357,8,1
43317973,16929465,65,1
43317989,16929462,67,1
43318589,16929701,32,0
43318637,16929904,72,1
43318773,16929904,74,0
43318918,16930211,63,0
43318932,16930170,66,0
43318948,16930095,66,0
43318996,16930118,64,0
43319010,16930116,67,0
43319126,16930149,84,0
43319178,16930170,83,0
43319180,16930187,83,0
43319190,16930191,83,0
43319210,16930116,87,0
43319292,16930170,87,0
43319294,16930187,91,0
43319304,16930191,87,0
43318957,16930149,64,0
43318971,16930187,65,0
43319007,16930191,65,0
43319059,16930095,80,0
43319093,16930211,83,0
43319177,16930118,83,0
43319199,16930116,84,0
43319211,16930095,88,0
43319219,16930149,87,0
43319251,16930211,89,0
43319297,16930118,88,0
43319387,16930191,81,0
43319421,16930149,82,0
43319481,16930118,82,0
43319497,16930365,25,1
43319527,16930379,23,1
43319659,16930335,25,1
43319673,16930365,37,0
43319745,16930233,34,0
43319406,16930211,80,0
43319422,16930187,80,0
43319438,16930095,83,0
43319448,16930116,82,0
43319480,16930170,82,0
43319522,16930227,23,1
43319524,16930293,24,1
43319566,16930233,23,1
43319586,16930378,26,1
43319684,16930293,33,0
43319704,16930378,35,0
43319805,16930227,37,0
43319851,16930365,14,0
43319865,16930378,13,0
43319953,16930293,14,0
43320005,16930233,13,0
43320045,16930293,8,0
43320063,16930227,8,0
43319800,16930335,34,0
43319820,16930379,35,0
43319914,16930227,16,0
43319950,16930379,12,0
43319986,16930335,12,0
43320112,16930233,11,0
43320128,16930365,8,0
43320147,16930335,10,0
43320156,16930379,8,0
43320167,16930378,7,0
43320191,16930378,9,0
43320207,16930365,9,0
43320250,16930379,9,0
43320298,16930233,8,0
43320317,16930335,9,0
43320318,16930227,10,0
43320327,16930293,8,0
43320580,16930580,52,1
43320680,16930568,16,1
43320756,16930663,15,1
43320860,16930721,30,0
43320876,16930782,33,0
43320944,16930793,30,0
43320996,16930793,7,0
43321000,16930721,7,0
43321072,16930833,10,0
43321116,16930782,6,0
43320478,16930546,52,0
43320518,16930636,50,1
43320586,16930598,50,1
43320618,16930566,48,1
43320646,16930663,50,1
43320662,16930644,51,1
43320674,16930636,15,1
43320682,16930635,14,1
43320722,16930598,17,1
43320878,16930857,32,0
43320914,16930727,33,0
43321034,16930741,9,0
43321050,16930825,8,0
43321058,16930734,8,0
43320559,16930612,49,1
43320575,16930624,49,1
43320603,16930568,50,1
43320651,16930652,50,1
43320735,16930580,18,1
43320747,16930566,15,1
43320803,16930624,18,1
43320807,16930652,18,1
43320943,16930825,31,0
43321015,16930857,10,0
43320529,16930635,52,1
43320609,16930604,48,1
43320677,16930644,15,1
43320725,16930612,16,1
43320733,16930604,18,1
43320825,16930833,34,0
43320873,16930845,31,0
43320913,16930734,32,0
43320969,16930741,31,0
43321033,16930845,9,0
43321049,16930727,9,0
43321471,16931218,35,1
43321501,16931173,37,1
43321507,16931272,37,1
43321519,16931295,36,1
43321525,16931237,33,1
43321609,16931199,33,0
43321651,16931186,34,0
43321777,16931193,8,0
43321789,16931300,9,0
43321819,16931186,10,0
43321891,16931295,12,0
43321903,16931224,11,0
43321951,16931199,5,0
43322071,16931243,2,0
43322083,16931224,1,0
43322101,16931186,67,1
43322125,16931272,68,1
43322143,16931300,66,1
43322245,16931193,67,1
43322341,16931218,67,0
43322383,16931242,65,0
43321432,16931279,33,1
43321666,16931218,33,0
43321672,16931295,36,0
43321768,16931199,12,0
43321858,16931218,11,0
43321906,16931324,10,0
43321936,16931272,4,0
43321954,16931193,1,0
43321972,16931300,3,0
43322008,16931279,3,0
43322188,16931242,66,1
43322200,16931218,67,1
43322212,16931199,69,1
43322224,16931237,66,1
43322296,16931279,66,0
43322314,16931224,65,0
43321470,16931242,37,1
43321506,16931224,35,1
43321536,16931186,37,1
43321698,16931272,35,0
43321716,16931324,32,0
43321746,16931242,36,0
43321752,16931243,34,0
43321860,16931208,12,0
43321914,16931243,11,0
43322058,16931245,3,0
43322220,16931173,67,1
43322226,16931208,67,1
43322262,16931272,66,0
43322292,16931237,66,0
43322346,16931173,64,0
43321454,16931193,36,1
43321490,16931208,37,1
43321622,16931300,35,0
43321652,16931193,36,0
43321718,16931173,36,0
43321736,16931245,32,0
43321838,16931237,10,0
43321880,16931279,8,0
43322024,16931208,3,0
43322036,16931242,3,0
43322042,16931173,2,0
43322078,16931324,2,0
43322084,16931218,3,0
43322192,16931224,68,1
43322276,16931186,63,0
43322354,16931243,64,0
43321545,16931300,37,1
43321599,16931279,36,0
43321635,16931208,35,0
43321647,16931237,32,0
43321743,16931224,36,0
43321773,16931272,9,0
43321899,16931245,11,0
